city,total_orders,total_revenue,average_order_value
West Calebfort,1,215.38,215.38
Mitchellberg,3,928.97,309.656666666667
Farmerstad,1,202.8,202.8
Carolynburgh,2,708.83,354.415
West Jerryborough,1,131.58,131.58
Barbarachester,2,717.67,358.835
Tracychester,2,238.47,119.235
North Harry,1,445.36,445.36
Everettport,1,488.49,488.49
East Cliffordbury,1,52.68,52.68
South Connor,1,315.47,315.47
Diazborough,1,355.05,355.05
Colemanmouth,2,688.07,344.035
Browningview,1,494.31,494.31
Oscarfurt,2,453.81,226.905
West Tammyborough,1,89.01,89.01
Maxwellburgh,1,168.87,168.87
Suttonberg,1,132.34,132.34
Caseybury,1,79.53,79.53
Port Shelleyville,1,54.56,54.56
South Debbie,3,377.51,125.836666666667
Richardsonborough,2,370.9,185.45
Brittanyton,1,88.13,88.13
Duncanchester,2,588.73,294.365
New Michaelfurt,1,47.62,47.62
Loveborough,1,375.99,375.99
Rhondaland,1,299.65,299.65
Charlotteberg,1,204.11,204.11
Lake Natalieland,1,285.06,285.06
Richardburgh,5,1837.64,367.528
North Summerland,1,445.88,445.88
Mikeburgh,1,141.91,141.91
Mcguiremouth,2,497.75,248.875
Port Neilstad,1,195.96,195.96
Staffordmouth,1,282.31,282.31
South Cameronview,1,34.98,34.98
East Joe,1,101.01,101.01
Rangelmouth,1,397.58,397.58
Glennville,1,483.56,483.56
South Henryside,1,471.98,471.98
North Bettyton,1,88.8,88.8
South Elizabethburgh,1,220.26,220.26
Feliciaside,1,493.61,493.61
Pruitthaven,1,232.01,232.01
Rosarioview,1,92.93,92.93
Lake Catherineside,2,511.74,255.87
Port Katiefurt,1,86.74,86.74
South Angelaborough,1,110.25,110.25
South Courtneystad,1,363.1,363.1
Robbinsfurt,1,374.22,374.22
Carlosborough,1,385.37,385.37
Carriechester,1,249.95,249.95
East Codyberg,1,354.47,354.47
Hayeshaven,2,852.4,426.2
Port Amyton,2,684.5,342.25
East Randyhaven,1,227.91,227.91
Port Danieltown,1,448.87,448.87
North Sonyashire,1,38.11,38.11
Port Amberland,1,37.17,37.17
Beardside,1,191.42,191.42
Port Toddborough,1,191.03,191.03
Marvinchester,1,262.23,262.23
West Jody,1,18.79,18.79
Moorefurt,2,767.48,383.74
Buckberg,1,306.91,306.91
North Chrisberg,1,486.68,486.68
Port Brendanshire,1,57.86,57.86
Woodardland,1,228.23,228.23
Diazview,1,314.2,314.2
Port Melanieside,1,42.81,42.81
Branchchester,1,436.55,436.55
North Leroybury,1,143.67,143.67
Myersmouth,4,910.69,227.6725
East Fernando,2,448.69,224.345
Hillburgh,2,631.49,315.745
Kyleview,4,1297.6,324.4
East Carloshaven,3,447.39,149.13
East Paul,8,1981.51,247.68875
Armstrongside,1,219.88,219.88
Cindychester,3,925.65,308.55
New Lawrenceburgh,1,317.45,317.45
Greenland,3,708.48,236.16
South Johnbury,2,476.7,238.35
North Olivialand,1,240.3,240.3
East Ashleyberg,1,79.2,79.2
East Betty,5,1166.8,233.36
Spencerburgh,3,689.46,229.82
Glennshire,3,1175.01,391.67
South Garyview,1,94.11,94.11
West Tammymouth,1,102.97,102.97
Markmouth,9,2441.84,271.315555555556
Christinechester,5,1522.72,304.544
Lake Johnbury,1,452.58,452.58
South Laura,11,2293.73,208.520909090909
North Lisa,17,2995.43,176.201764705882
Sandraland,5,1627.0,325.4
Michaelborough,13,2774.97,213.459230769231
Millsmouth,3,222.29,74.0966666666667
Port Todd,4,948.02,237.005
Tinaberg,3,814.01,271.336666666667
West Breannaview,1,425.96,425.96
Justinmouth,4,968.95,242.2375
Carterborough,1,130.46,130.46
Priceside,1,251.45,251.45
East Rachelstad,1,277.12,277.12
South Brian,10,2570.86,257.086
Codyport,2,398.75,199.375
Williamsfurt,9,2152.54,239.171111111111
North Shellymouth,1,348.02,348.02
Robertsonville,2,788.12,394.06
Judithport,1,74.32,74.32
South Johnathan,1,485.52,485.52
Garrisonfurt,1,284.88,284.88
Port Davidtown,1,375.51,375.51
Parkburgh,2,736.5,368.25
Kimberlyside,6,1457.32,242.886666666667
Ericmouth,9,1961.93,217.992222222222
New Sandrafort,2,712.38,356.19
Lake Jonathanfurt,2,264.83,132.415
Langmouth,1,116.94,116.94
Sarahstad,1,229.39,229.39
Kevinton,1,64.13,64.13
West Caitlinview,1,34.62,34.62
East Joseton,2,610.91,305.455
New Matthewchester,1,162.87,162.87
West Christieton,1,433.99,433.99
Kaylaton,1,85.41,85.41
East Cassandraport,1,475.01,475.01
West Jeremy,5,1648.55,329.71
South Walter,2,499.33,249.665
Shawnmouth,6,1227.6,204.6
Carlashire,1,107.3,107.3
Connieberg,2,723.15,361.575
West Toni,1,350.31,350.31
Lake Karenborough,1,422.31,422.31
West Gregg,1,233.97,233.97
Angieton,1,231.1,231.1
Harpermouth,1,478.73,478.73
Acostatown,1,239.49,239.49
Brandonbury,2,254.06,127.03
South Alejandro,1,222.55,222.55
East Corychester,1,271.05,271.05
Annefort,3,546.83,182.276666666667
Debbieburgh,1,386.58,386.58
Hodgesbury,2,675.54,337.77
Paulside,4,1273.26,318.315
Ingramfurt,1,271.05,271.05
Port Sarahbury,1,266.87,266.87
Ellisonfort,1,200.14,200.14
Jamietown,2,338.37,169.185
South Samanthamouth,1,179.38,179.38
Lake Lucas,1,421.65,421.65
Antoniohaven,1,470.26,470.26
Danahaven,1,412.86,412.86
Lake Janetfort,1,437.06,437.06
Lake Clayton,1,113.47,113.47
East Donnaberg,1,152.89,152.89
Paynebury,1,306.94,306.94
Normachester,1,98.56,98.56
Guerrabury,1,451.14,451.14
Jonesstad,7,2421.93,345.99
North Jocelynland,1,446.78,446.78
West Barryland,1,347.37,347.37
Lake Justinfort,3,335.0,111.666666666667
East Jacquelinefurt,1,35.41,35.41
West Tiffanytown,1,386.4,386.4
Lake Kevinfurt,1,66.09,66.09
Port Jeremiah,1,378.2,378.2
West Don,2,665.62,332.81
Trevormouth,1,399.08,399.08
Maureenshire,1,179.64,179.64
Kiddmouth,1,19.02,19.02
South Frank,6,1400.02,233.336666666667
Port Antonio,2,556.49,278.245
Robinville,4,922.17,230.5425
Birdchester,1,460.4,460.4
Summersburgh,1,427.73,427.73
New Morganfort,1,227.04,227.04
Larryfurt,1,340.26,340.26
Lake Johnville,3,393.72,131.24
East Roy,3,1145.93,381.976666666667
North Savannahstad,1,279.67,279.67
Savageborough,1,362.09,362.09
Tatebury,1,62.38,62.38
South Clarence,1,25.08,25.08
East Amandaview,1,182.62,182.62
South Aaronmouth,2,283.95,141.975
Sydneyfurt,1,116.97,116.97
Robinsonfort,1,207.38,207.38
South Peterchester,1,460.9,460.9
East Stacy,2,283.31,141.655
North Sharonstad,1,34.88,34.88
South Wesleyberg,1,214.78,214.78
New Kathyview,1,262.61,262.61
Lake Billbury,1,266.63,266.63
West Mollyshire,1,133.51,133.51
Gailfort,1,312.62,312.62
North Josephberg,1,476.19,476.19
New Amberport,1,312.49,312.49
Marciatown,1,106.98,106.98
South Arianaside,1,221.15,221.15
Powellhaven,1,341.18,341.18
Lake Thomasbury,2,656.7,328.35
Deckerview,1,476.7,476.7
South Kaitlynton,1,264.85,264.85
North Stephaniemouth,2,468.7,234.35
Ethanville,1,17.79,17.79
East Catherinetown,1,16.23,16.23
South Michellefort,1,123.32,123.32
North Candice,1,236.19,236.19
Potterborough,2,568.99,284.495
Alejandrafort,1,46.18,46.18
Bradleyville,1,48.4,48.4
North Brooke,3,497.91,165.97
Deborahton,1,173.39,173.39
Fieldsbury,1,132.55,132.55
Velezfurt,1,485.68,485.68
Lake Iantown,2,250.76,125.38
Watsonside,1,258.86,258.86
Dominguezport,1,41.75,41.75
Pricebury,1,51.77,51.77
Deckerchester,1,451.19,451.19
Riceton,1,96.81,96.81
Mathewsborough,1,54.51,54.51
Tommychester,1,459.87,459.87
Port Melissahaven,1,448.02,448.02
North Sheila,1,439.65,439.65
South Wayneborough,1,112.92,112.92
Tomport,1,389.77,389.77
Grahamstad,1,185.1,185.1
Lake Jerryshire,1,286.06,286.06
East Natashachester,1,179.33,179.33
Darrenville,1,455.23,455.23
Lake Terri,2,263.16,131.58
Mendezmouth,2,517.16,258.58
New Cesar,1,398.97,398.97
Stonestad,1,233.39,233.39
New Katherinefurt,1,92.0,92.0
North Melanieburgh,1,111.14,111.14
South Brianville,1,248.32,248.32
North Jeremyfurt,1,95.4,95.4
West Juliestad,1,271.86,271.86
Robertaburgh,1,376.23,376.23
East Maxwellfort,1,202.84,202.84
East Leahfurt,1,411.96,411.96
Carrberg,1,247.59,247.59
South Helenchester,1,429.95,429.95
West Royland,2,494.25,247.125
North Jimmyfurt,1,442.01,442.01
Lake Brendaberg,2,205.09,102.545
Port Brandymouth,1,352.48,352.48
North Christopherfurt,1,339.33,339.33
Courtneyside,1,367.59,367.59
New Stephenbury,1,134.34,134.34
Leeborough,3,1099.28,366.426666666667
New Shelley,1,50.08,50.08
Bauerside,1,296.62,296.62
Beardville,1,137.35,137.35
New Bryanport,1,158.01,158.01
East Emilyside,1,316.51,316.51
South Deanborough,1,404.4,404.4
Joanview,1,454.72,454.72
Bobbystad,1,255.67,255.67
New Markchester,1,317.65,317.65
Lake Taylorhaven,1,229.71,229.71
Houstonmouth,1,394.62,394.62
North Angelatown,1,442.16,442.16
Tannerside,1,38.82,38.82
Hoganport,1,93.88,93.88
Lake Jakemouth,1,20.26,20.26
New Russellmouth,1,90.11,90.11
Leonardmouth,1,17.75,17.75
Alishire,1,230.32,230.32
West Karenfort,1,117.26,117.26
Fullerchester,1,304.27,304.27
Adrianberg,1,87.66,87.66
South Jeffreyview,1,309.9,309.9
New Eileenview,1,38.81,38.81
New Donnaville,1,446.48,446.48
North Paulside,1,438.59,438.59
Port Dianefort,1,417.59,417.59
Desireeborough,1,391.15,391.15
South Elizabethberg,1,17.31,17.31
Tanyaport,1,472.46,472.46
Brewerborough,1,486.12,486.12
Bartletthaven,1,295.96,295.96
North Melissashire,1,187.58,187.58
Bergerfurt,2,409.01,204.505
Timville,1,309.54,309.54
North Tylerbury,1,85.52,85.52
Hardyberg,1,316.93,316.93
Mcguirebury,1,255.13,255.13
Port Bryanmouth,1,374.23,374.23
Riosstad,1,171.73,171.73
Carolberg,2,678.25,339.125
Lake Benjaminfurt,1,324.64,324.64
Beverlymouth,1,305.8,305.8
New Brittanyfurt,1,43.18,43.18
Brockport,1,481.19,481.19
South Lisabury,1,208.16,208.16
North Michelebury,1,399.8,399.8
Bradshawview,1,104.89,104.89
South Kathyfort,1,290.97,290.97
Lake Bradleyhaven,2,751.61,375.805
Port Gracemouth,1,64.9,64.9
Haydenview,1,119.57,119.57
West Alvinburgh,1,234.79,234.79
West Hannahhaven,1,108.95,108.95
Lake Robertside,2,229.69,114.845
Lake Donaldside,1,13.66,13.66
East Shannonmouth,1,438.97,438.97
New Aprilland,1,297.33,297.33
New Lindastad,1,458.74,458.74
Lake Morganview,1,38.24,38.24
Lake Susanside,1,304.53,304.53
Fostershire,1,382.37,382.37
South Deniseland,1,117.21,117.21
South Saraport,1,448.26,448.26
North Aprilton,1,420.91,420.91
Catherinefort,1,226.29,226.29
Port Maryborough,1,328.78,328.78
Vazquezport,1,412.47,412.47
Robertschester,1,265.01,265.01
South James,27,7092.32,262.678518518519
Jenkinstown,2,488.19,244.095
East Jeffrey,14,4134.17,295.297857142857
Felicialand,1,310.75,310.75
Watsonhaven,1,282.24,282.24
Lanestad,1,335.38,335.38
East Kerry,1,154.04,154.04
Johnsonchester,14,2589.65,184.975
Millertown,11,3593.69,326.699090909091
North Darryl,1,245.99,245.99
Hawkinsville,2,472.94,236.47
New Amber,11,1886.18,171.470909090909
Kevinberg,10,2943.22,294.322
Michaelville,10,1970.93,197.093
North Matthewmouth,4,1175.06,293.765
Kevinside,6,1721.83,286.971666666667
Tamaramouth,4,563.69,140.9225
Cardenasberg,1,155.29,155.29
North Meganfurt,1,69.99,69.99
Heidiberg,1,282.18,282.18
South Bruce,3,349.42,116.473333333333
West Cindyshire,1,478.54,478.54
East Andreachester,1,297.0,297.0
Brandonstad,5,944.04,188.808
Baileyshire,2,300.65,150.325
Port Kellyburgh,1,487.35,487.35
Garyfort,2,138.43,69.215
East Heather,13,2902.93,223.302307692308
Michealmouth,2,484.68,242.34
West Gina,3,1175.13,391.71
Jonathanport,2,567.19,283.595
New Amandashire,2,627.84,313.92
East Bettyton,1,423.92,423.92
New Paulville,1,429.08,429.08
New Anthonyland,1,448.87,448.87
Adamfurt,3,909.66,303.22
Bradleyshire,2,631.09,315.545
North Catherinebury,1,56.12,56.12
Lake Lorifurt,1,251.29,251.29
East Margaretberg,1,57.22,57.22
Jerryland,2,717.05,358.525
Port Joseville,1,282.77,282.77
Jesseview,4,785.93,196.4825
Rachaelstad,1,149.23,149.23
East Carrie,8,2404.27,300.53375
Harmonland,1,364.16,364.16
East Maryhaven,1,186.29,186.29
Deniseborough,3,903.8,301.266666666667
Joelhaven,3,856.05,285.35
Moralesview,2,367.55,183.775
North Alan,3,873.2,291.066666666667
Burgessshire,1,86.53,86.53
Kiddshire,1,55.9,55.9
Gomezton,1,462.06,462.06
Randallstad,2,310.71,155.355
Leahville,3,863.73,287.91
Taylorland,10,2247.99,224.799
Lake Maureen,1,488.42,488.42
New Kevinborough,2,672.68,336.34
West Melissaville,1,64.86,64.86
Chentown,2,258.59,129.295
Juarezfurt,1,382.61,382.61
Waltonstad,1,69.0,69.0
Watkinsview,2,377.61,188.805
West Jonathanton,1,310.68,310.68
New Spencerhaven,2,537.6,268.8
Port Timothybury,1,459.97,459.97
Garzaberg,3,579.15,193.05
Chadhaven,2,430.37,215.185
Graystad,1,349.33,349.33
Ericland,3,636.66,212.22
Nealside,1,478.5,478.5
West Evanmouth,1,128.94,128.94
Bennetttown,1,21.98,21.98
Derekborough,1,215.25,215.25
New Melissashire,1,307.4,307.4
East Matthewtown,1,238.21,238.21
Mooreborough,4,1118.79,279.6975
Aliciatown,3,1105.7,368.566666666667
New Nicoleberg,1,21.6,21.6
Cranestad,2,234.9,117.45
East Sallyshire,1,233.64,233.64
Bondmouth,2,443.56,221.78
South Debbieton,1,314.3,314.3
New Elizabethberg,3,775.15,258.383333333333
Saraside,3,848.84,282.946666666667
West Lisafurt,1,469.98,469.98
South Bettymouth,1,226.54,226.54
Cartertown,2,669.11,334.555
East Joel,4,847.34,211.835
Castilloshire,2,761.59,380.795
South Curtis,2,175.13,87.565
Port Gabrielle,2,169.36,84.68
Port Kaitlynborough,1,79.6,79.6
North Nataliechester,1,155.44,155.44
South Shawnfurt,1,126.98,126.98
Sotofort,4,817.97,204.4925
West Frederickshire,1,124.72,124.72
South Taraport,1,417.63,417.63
Simmonsville,3,779.53,259.843333333333
Castroview,1,358.16,358.16
East Kevinberg,1,100.76,100.76
Phillipsmouth,2,831.41,415.705
North Lynntown,2,659.5,329.75
South Timothymouth,1,89.25,89.25
East Robertburgh,1,267.72,267.72
Port Miguelhaven,1,195.83,195.83
South Keithchester,1,39.28,39.28
South Kurt,2,457.65,228.825
New Barbaraton,1,198.57,198.57
Liuport,1,388.55,388.55
Loveville,1,486.47,486.47
South Davidbury,2,585.43,292.715
Hendricksmouth,1,344.17,344.17
East Jennaside,1,484.9,484.9
Dalemouth,2,754.97,377.485
South Jasonview,3,849.6,283.2
Estradaborough,1,388.8,388.8
East Stacyville,1,390.95,390.95
Lake Lanceville,1,342.22,342.22
Brandonland,4,1333.0,333.25
New Tiffanyton,1,285.81,285.81
Port Gina,2,174.77,87.385
West Taraview,1,439.86,439.86
Lake Jennafurt,1,423.83,423.83
Craigstad,1,452.93,452.93
Tateberg,1,156.14,156.14
North Zoeville,1,201.88,201.88
Ruthfort,2,543.99,271.995
Bonnieberg,2,383.11,191.555
North Henryland,1,14.27,14.27
Swansonshire,1,121.69,121.69
Lake Jamieville,1,298.02,298.02
North Kara,1,180.12,180.12
Downsmouth,1,191.97,191.97
East Lisaside,1,266.44,266.44
East Charlesmouth,1,192.89,192.89
South Autumn,1,477.96,477.96
West Betty,1,311.16,311.16
Frederickfort,2,688.36,344.18
South Monique,1,354.97,354.97
South Mariah,3,788.05,262.683333333333
Port Ericton,1,194.54,194.54
Willisfurt,1,357.33,357.33
Kramerview,1,245.25,245.25
Lake Karenland,1,396.04,396.04
North Juanton,1,475.12,475.12
New Gloria,2,644.85,322.425
West Tanyaburgh,1,300.99,300.99
Port Meredith,1,390.2,390.2
South Rickymouth,1,47.52,47.52
Port Kellie,1,391.97,391.97
Valeriechester,2,597.07,298.535
Calvinton,1,193.36,193.36
Austintown,1,185.89,185.89
Barrontown,1,408.06,408.06
Riversborough,1,355.06,355.06
South Brandi,2,567.87,283.935
Juliafurt,3,538.58,179.526666666667
Murphyborough,2,504.32,252.16
Neiltown,1,384.43,384.43
West Rhondafort,1,103.35,103.35
Mayport,1,24.85,24.85
New Josemouth,1,315.12,315.12
Leonborough,1,91.0,91.0
Stonetown,1,368.17,368.17
Lake Marthafort,1,182.94,182.94
New Aliciahaven,1,68.94,68.94
Port Brookefurt,1,358.7,358.7
North Mike,1,21.6,21.6
New Janetbury,1,388.43,388.43
South Derrickville,1,264.26,264.26
New Shannon,3,677.48,225.826666666667
Bellstad,1,354.0,354.0
East Kathryn,7,1426.66,203.808571428571
West Brianshire,2,606.84,303.42
Port Dakotashire,1,84.21,84.21
Lisaland,6,1461.32,243.553333333333
Smithshire,18,4971.3,276.183333333333
South Susantown,2,164.89,82.445
Mirandaburgh,1,469.44,469.44
Scottstad,4,1034.95,258.7375
Brittanyshire,5,610.59,122.118
Port Nina,1,14.09,14.09
Chelseatown,2,499.35,249.675
Port Chelseaborough,1,177.11,177.11
North Keithmouth,3,1137.89,379.296666666667
New Kelsey,2,851.95,425.975
Elizabethville,6,1578.98,263.163333333333
Payneville,2,423.16,211.58
Emilyburgh,3,1051.4,350.466666666667
Deanbury,3,1081.76,360.586666666667
West Larrymouth,1,495.66,495.66
Thompsonland,6,1307.81,217.968333333333
Victorland,1,381.03,381.03
West Susanport,1,227.33,227.33
New Jorgemouth,1,416.07,416.07
South Lindsay,2,588.73,294.365
Port Deborahmouth,3,842.18,280.726666666667
Heatherside,3,861.77,287.256666666667
North Johnton,3,739.31,246.436666666667
Brownview,7,2309.95,329.992857142857
Markview,5,1579.99,315.998
Ellisland,1,471.72,471.72
Ambermouth,8,2622.84,327.855
Arroyoville,1,281.04,281.04
East Samanthafort,1,272.28,272.28
Hillview,6,1401.36,233.56
Rayland,1,172.29,172.29
Saraland,3,549.72,183.24
South Patriciafort,1,496.42,496.42
Lake Keithfurt,1,30.39,30.39
South Jacqueline,6,1814.69,302.448333333333
Bellmouth,4,674.7,168.675
East Lindseymouth,1,361.32,361.32
Berryhaven,1,393.01,393.01
Dalehaven,1,99.77,99.77
Philipton,1,167.55,167.55
North Christophermouth,3,672.48,224.16
Port Kennethhaven,1,255.44,255.44
New Evelyn,3,372.83,124.276666666667
East Christychester,1,475.93,475.93
North Brookeberg,1,418.25,418.25
New Kristenhaven,1,24.06,24.06
Port Melanie,3,954.82,318.273333333333
North Tammy,2,663.96,331.98
Levyshire,1,117.27,117.27
West Jenna,1,120.3,120.3
Johnsonport,14,4224.8,301.771428571429
Robertsberg,3,686.9,228.966666666667
Michelleview,5,1297.84,259.568
Cookhaven,2,470.66,235.33
North Katelynshire,1,313.44,313.44
Jasmineside,3,844.52,281.506666666667
Garciaview,3,1204.81,401.603333333333
East Connie,3,922.34,307.446666666667
East Deannaview,1,451.13,451.13
Thorntonfort,1,48.13,48.13
Port Andreaport,1,168.29,168.29
South Jacob,10,1980.71,198.071
East Brandiville,1,232.89,232.89
North Ricardoberg,1,177.67,177.67
Tiffanytown,3,509.0,169.666666666667
Port Brittneyville,1,398.31,398.31
North Eileenfurt,1,340.79,340.79
New Jerrymouth,1,468.96,468.96
Moodyborough,2,712.14,356.07
Englishbury,1,293.99,293.99
Oneilltown,1,378.02,378.02
Lorifort,4,883.09,220.7725
Port Ashleystad,1,90.78,90.78
Lake Kelsey,3,882.86,294.286666666667
North Judy,1,164.9,164.9
West Donnatown,2,670.31,335.155
New Larry,3,776.1,258.7
Natashashire,2,258.5,129.25
Fritztown,1,378.06,378.06
West Donaldburgh,2,154.59,77.295
Fredview,2,593.6,296.8
Bakershire,3,945.34,315.113333333333
North Carolineville,1,371.5,371.5
Nelsonchester,4,1274.37,318.5925
Sethmouth,2,255.73,127.865
Lake Hannahhaven,1,155.16,155.16
West Kennethport,1,405.64,405.64
West Hollymouth,1,62.81,62.81
Alexisfurt,2,594.58,297.29
North Rebeccamouth,2,456.86,228.43
East Theresaberg,1,304.25,304.25
West Austinland,1,130.37,130.37
Lake Melaniestad,1,361.15,361.15
Nashborough,1,395.3,395.3
Allenton,2,739.95,369.975
Shawnaside,1,268.5,268.5
New Yvonnemouth,1,425.88,425.88
Higginsbury,1,387.31,387.31
Haneymouth,2,497.89,248.945
North Markview,1,97.27,97.27
East Victorfort,1,359.36,359.36
Garyberg,2,731.5,365.75
New Dianeburgh,1,489.62,489.62
New Bryanside,2,648.24,324.12
Lake Allisonside,1,484.03,484.03
North Jonathon,1,493.38,493.38
North Ashleyside,1,369.6,369.6
Rowlandview,1,398.01,398.01
Port Ericburgh,1,211.22,211.22
Lake Kellyland,1,158.82,158.82
East Susanbury,1,76.36,76.36
Brianbury,4,641.32,160.33
South Anthonyport,1,55.48,55.48
Nixonstad,1,304.54,304.54
Port Tanya,2,627.94,313.97
North Michellefurt,2,351.83,175.915
North Jacquelinemouth,1,266.94,266.94
South Sandychester,1,150.89,150.89
Cameronside,1,221.95,221.95
Aaronhaven,1,393.59,393.59
Novakfort,1,308.92,308.92
New Kendra,1,360.07,360.07
Deanhaven,1,33.7,33.7
South Charlesfurt,3,932.78,310.926666666667
Port Darrellbury,1,254.96,254.96
West Tiffanyside,2,771.8,385.9
West Neilville,1,451.88,451.88
Samanthabury,3,782.46,260.82
West Madisonhaven,1,173.24,173.24
New Ericside,1,42.82,42.82
New Jeremyton,1,51.43,51.43
Velezstad,1,435.43,435.43
Andersenfort,1,165.81,165.81
Gordonburgh,1,119.99,119.99
Lake Rachelport,1,410.93,410.93
East Douglasfort,1,384.72,384.72
Ricebury,1,132.39,132.39
Ellisport,1,476.52,476.52
South Tonyburgh,1,117.0,117.0
North Louisside,1,470.57,470.57
Keithberg,3,1408.13,469.376666666667
North Clifford,1,433.43,433.43
Lake Jonathanstad,2,147.31,73.655
East Brendaside,1,128.68,128.68
South Ritafurt,1,472.14,472.14
